serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder
87_7,RSV B 1992 ,1,0.01,F2,V3P4,RSV_Historical_Sera_1,0.001389,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,0.003333,F3,V3P4,RSV_Historical_Sera_1,0.005097,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,0.001111,F4,V3P4,RSV_Historical_Sera_1,0.07989,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,0.0003704,F5,V3P4,RSV_Historical_Sera_1,0.3043,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,0.0001235,F6,V3P4,RSV_Historical_Sera_1,0.7758,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,4.115e-05,F7,V3P4,RSV_Historical_Sera_1,0.955,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,1.372e-05,F8,V3P4,RSV_Historical_Sera_1,1.007,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,4.572e-06,F9,V3P4,RSV_Historical_Sera_1,1.048,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,1,1.524e-06,F10,V3P4,RSV_Historical_Sera_1,1.13,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,0.01,G2,V3P4,RSV_Historical_Sera_1,0.00116,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,0.003333,G3,V3P4,RSV_Historical_Sera_1,0.01401,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,0.001111,G4,V3P4,RSV_Historical_Sera_1,0.1043,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,0.0003704,G5,V3P4,RSV_Historical_Sera_1,0.3274,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,0.0001235,G6,V3P4,RSV_Historical_Sera_1,0.8279,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,4.115e-05,G7,V3P4,RSV_Historical_Sera_1,1.002,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,1.372e-05,G8,V3P4,RSV_Historical_Sera_1,0.8152,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,4.572e-06,G9,V3P4,RSV_Historical_Sera_1,0.9435,24.12.19_Sera_RSV_rep2
87_7,RSV B 1992 ,2,1.524e-06,G10,V3P4,RSV_Historical_Sera_1,1.259,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,0.01,D2,V3P4,RSV_Historical_Sera_1,0.003593,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,0.003333,D3,V3P4,RSV_Historical_Sera_1,0.01379,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,0.001111,D4,V3P4,RSV_Historical_Sera_1,0.08595,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,0.0003704,D5,V3P4,RSV_Historical_Sera_1,0.4535,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,0.0001235,D6,V3P4,RSV_Historical_Sera_1,0.7353,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,4.115e-05,D7,V3P4,RSV_Historical_Sera_1,1.074,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,1.372e-05,D8,V3P4,RSV_Historical_Sera_1,0.8372,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,4.572e-06,D9,V3P4,RSV_Historical_Sera_1,1.079,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,1,1.524e-06,D10,V3P4,RSV_Historical_Sera_1,0.9375,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,0.01,E2,V3P4,RSV_Historical_Sera_1,0.002315,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,0.003333,E3,V3P4,RSV_Historical_Sera_1,0.01713,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,0.001111,E4,V3P4,RSV_Historical_Sera_1,0.04758,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,0.0003704,E5,V3P4,RSV_Historical_Sera_1,0.4138,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,0.0001235,E6,V3P4,RSV_Historical_Sera_1,0.9346,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,4.115e-05,E7,V3P4,RSV_Historical_Sera_1,1.133,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,1.372e-05,E8,V3P4,RSV_Historical_Sera_1,1.073,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,4.572e-06,E9,V3P4,RSV_Historical_Sera_1,1.133,24.12.19_Sera_RSV_rep2
87_8,RSV B 1992 ,2,1.524e-06,E10,V3P4,RSV_Historical_Sera_1,1.194,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,0.01,F2,V3P3,RSV_Historical_Sera_1,0.001112,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,0.003333,F3,V3P3,RSV_Historical_Sera_1,0.001628,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,0.001111,F4,V3P3,RSV_Historical_Sera_1,0.02198,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,0.0003704,F5,V3P3,RSV_Historical_Sera_1,0.2497,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,0.0001235,F6,V3P3,RSV_Historical_Sera_1,0.7485,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,4.115e-05,F7,V3P3,RSV_Historical_Sera_1,0.6989,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,1.372e-05,F8,V3P3,RSV_Historical_Sera_1,0.6403,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,4.572e-06,F9,V3P3,RSV_Historical_Sera_1,0.6972,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,1,1.524e-06,F10,V3P3,RSV_Historical_Sera_1,0.6833,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,0.01,G2,V3P3,RSV_Historical_Sera_1,0.0006894,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,0.003333,G3,V3P3,RSV_Historical_Sera_1,0.002512,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,0.001111,G4,V3P3,RSV_Historical_Sera_1,0.02213,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,0.0003704,G5,V3P3,RSV_Historical_Sera_1,0.3007,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,0.0001235,G6,V3P3,RSV_Historical_Sera_1,0.454,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,4.115e-05,G7,V3P3,RSV_Historical_Sera_1,0.7061,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,1.372e-05,G8,V3P3,RSV_Historical_Sera_1,0.6515,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,4.572e-06,G9,V3P3,RSV_Historical_Sera_1,1.018,24.12.19_Sera_RSV_rep2
85_8,RSV B 1992 ,2,1.524e-06,G10,V3P3,RSV_Historical_Sera_1,0.802,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,0.01,D2,V3P3,RSV_Historical_Sera_1,0.004453,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,0.003333,D3,V3P3,RSV_Historical_Sera_1,0.09602,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,0.001111,D4,V3P3,RSV_Historical_Sera_1,0.1778,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,0.0003704,D5,V3P3,RSV_Historical_Sera_1,0.479,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,0.0001235,D6,V3P3,RSV_Historical_Sera_1,0.7106,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,4.115e-05,D7,V3P3,RSV_Historical_Sera_1,0.7435,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,1.372e-05,D8,V3P3,RSV_Historical_Sera_1,0.6454,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,4.572e-06,D9,V3P3,RSV_Historical_Sera_1,1.171,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,1,1.524e-06,D10,V3P3,RSV_Historical_Sera_1,0.7518,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,0.01,E2,V3P3,RSV_Historical_Sera_1,0.005986,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,0.003333,E3,V3P3,RSV_Historical_Sera_1,0.05158,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,0.001111,E4,V3P3,RSV_Historical_Sera_1,0.3018,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,0.0003704,E5,V3P3,RSV_Historical_Sera_1,0.5623,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,0.0001235,E6,V3P3,RSV_Historical_Sera_1,0.7184,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,4.115e-05,E7,V3P3,RSV_Historical_Sera_1,0.7735,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,1.372e-05,E8,V3P3,RSV_Historical_Sera_1,1.079,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,4.572e-06,E9,V3P3,RSV_Historical_Sera_1,1.093,24.12.19_Sera_RSV_rep2
86_8,RSV B 1992 ,2,1.524e-06,E10,V3P3,RSV_Historical_Sera_1,0.6448,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,0.01,B2,V3P3,RSV_Historical_Sera_1,0.04797,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,0.003333,B3,V3P3,RSV_Historical_Sera_1,0.1944,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,0.001111,B4,V3P3,RSV_Historical_Sera_1,0.3882,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,0.0003704,B5,V3P3,RSV_Historical_Sera_1,1.015,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,0.0001235,B6,V3P3,RSV_Historical_Sera_1,0.7585,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,4.115e-05,B7,V3P3,RSV_Historical_Sera_1,0.7189,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,1.372e-05,B8,V3P3,RSV_Historical_Sera_1,1.163,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,4.572e-06,B9,V3P3,RSV_Historical_Sera_1,0.6548,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,1,1.524e-06,B10,V3P3,RSV_Historical_Sera_1,0.5757,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,0.01,C2,V3P3,RSV_Historical_Sera_1,0.03195,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,0.003333,C3,V3P3,RSV_Historical_Sera_1,0.2376,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,0.001111,C4,V3P3,RSV_Historical_Sera_1,0.9731,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,0.0003704,C5,V3P3,RSV_Historical_Sera_1,0.7931,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,0.0001235,C6,V3P3,RSV_Historical_Sera_1,0.9123,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,4.115e-05,C7,V3P3,RSV_Historical_Sera_1,1.213,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,1.372e-05,C8,V3P3,RSV_Historical_Sera_1,0.6409,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,4.572e-06,C9,V3P3,RSV_Historical_Sera_1,1.066,24.12.19_Sera_RSV_rep2
86_12,RSV B 1992 ,2,1.524e-06,C10,V3P3,RSV_Historical_Sera_1,0.7908,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,0.01,F2,V3P2,RSV_Historical_Sera_1,0.006177,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,0.003333,F3,V3P2,RSV_Historical_Sera_1,0.00181,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,0.001111,F4,V3P2,RSV_Historical_Sera_1,0.01287,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,0.0003704,F5,V3P2,RSV_Historical_Sera_1,0.1487,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,0.0001235,F6,V3P2,RSV_Historical_Sera_1,0.5243,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,4.115e-05,F7,V3P2,RSV_Historical_Sera_1,0.866,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,1.372e-05,F8,V3P2,RSV_Historical_Sera_1,1.112,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,4.572e-06,F9,V3P2,RSV_Historical_Sera_1,1.129,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,1,1.524e-06,F10,V3P2,RSV_Historical_Sera_1,1.003,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,0.01,G2,V3P2,RSV_Historical_Sera_1,0.001253,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,0.003333,G3,V3P2,RSV_Historical_Sera_1,0.0009711,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,0.001111,G4,V3P2,RSV_Historical_Sera_1,0.01365,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,0.0003704,G5,V3P2,RSV_Historical_Sera_1,0.1278,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,0.0001235,G6,V3P2,RSV_Historical_Sera_1,0.6168,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,4.115e-05,G7,V3P2,RSV_Historical_Sera_1,0.812,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,1.372e-05,G8,V3P2,RSV_Historical_Sera_1,1.19,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,4.572e-06,G9,V3P2,RSV_Historical_Sera_1,1.049,24.12.19_Sera_RSV_rep2
85_3,RSV B 1992 ,2,1.524e-06,G10,V3P2,RSV_Historical_Sera_1,1.075,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,0.01,D2,V3P2,RSV_Historical_Sera_1,0.011,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,0.003333,D3,V3P2,RSV_Historical_Sera_1,0.006552,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,0.001111,D4,V3P2,RSV_Historical_Sera_1,0.09331,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,0.0003704,D5,V3P2,RSV_Historical_Sera_1,0.4816,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,0.0001235,D6,V3P2,RSV_Historical_Sera_1,0.7684,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,4.115e-05,D7,V3P2,RSV_Historical_Sera_1,1.063,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,1.372e-05,D8,V3P2,RSV_Historical_Sera_1,1.194,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,4.572e-06,D9,V3P2,RSV_Historical_Sera_1,1.214,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,1,1.524e-06,D10,V3P2,RSV_Historical_Sera_1,1.043,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,0.01,E2,V3P2,RSV_Historical_Sera_1,0.006459,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,0.003333,E3,V3P2,RSV_Historical_Sera_1,0.009829,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,0.001111,E4,V3P2,RSV_Historical_Sera_1,0.09059,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,0.0003704,E5,V3P2,RSV_Historical_Sera_1,0.4052,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,0.0001235,E6,V3P2,RSV_Historical_Sera_1,0.7787,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,4.115e-05,E7,V3P2,RSV_Historical_Sera_1,1.08,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,1.372e-05,E8,V3P2,RSV_Historical_Sera_1,1.238,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,4.572e-06,E9,V3P2,RSV_Historical_Sera_1,1.119,24.12.19_Sera_RSV_rep2
87_4,RSV B 1992 ,2,1.524e-06,E10,V3P2,RSV_Historical_Sera_1,1.092,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,0.01,B2,V3P2,RSV_Historical_Sera_1,0.000743,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,0.003333,B3,V3P2,RSV_Historical_Sera_1,0.003893,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,0.001111,B4,V3P2,RSV_Historical_Sera_1,0.04381,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,0.0003704,B5,V3P2,RSV_Historical_Sera_1,0.2403,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,0.0001235,B6,V3P2,RSV_Historical_Sera_1,0.5562,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,4.115e-05,B7,V3P2,RSV_Historical_Sera_1,0.9153,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,1.372e-05,B8,V3P2,RSV_Historical_Sera_1,1.024,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,4.572e-06,B9,V3P2,RSV_Historical_Sera_1,1.081,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,1,1.524e-06,B10,V3P2,RSV_Historical_Sera_1,0.9256,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,0.01,C2,V3P2,RSV_Historical_Sera_1,0.003338,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,0.003333,C3,V3P2,RSV_Historical_Sera_1,0.01318,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,0.001111,C4,V3P2,RSV_Historical_Sera_1,0.08716,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,0.0003704,C5,V3P2,RSV_Historical_Sera_1,0.2872,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,0.0001235,C6,V3P2,RSV_Historical_Sera_1,0.736,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,4.115e-05,C7,V3P2,RSV_Historical_Sera_1,1.022,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,1.372e-05,C8,V3P2,RSV_Historical_Sera_1,1.123,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,4.572e-06,C9,V3P2,RSV_Historical_Sera_1,1.239,24.12.19_Sera_RSV_rep2
85_7,RSV B 1992 ,2,1.524e-06,C10,V3P2,RSV_Historical_Sera_1,1.058,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,0.01,F2,V3P1,RSV_Historical_Sera_1,0.007855,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,0.003333,F3,V3P1,RSV_Historical_Sera_1,0.1506,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,0.001111,F4,V3P1,RSV_Historical_Sera_1,0.4787,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,0.0003704,F5,V3P1,RSV_Historical_Sera_1,0.9217,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,0.0001235,F6,V3P1,RSV_Historical_Sera_1,0.8293,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,4.115e-05,F7,V3P1,RSV_Historical_Sera_1,1.005,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,1.372e-05,F8,V3P1,RSV_Historical_Sera_1,1.181,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,4.572e-06,F9,V3P1,RSV_Historical_Sera_1,1.206,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,1,1.524e-06,F10,V3P1,RSV_Historical_Sera_1,1.003,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,0.01,G2,V3P1,RSV_Historical_Sera_1,0.001975,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,0.003333,G3,V3P1,RSV_Historical_Sera_1,0.09979,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,0.001111,G4,V3P1,RSV_Historical_Sera_1,0.3831,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,0.0003704,G5,V3P1,RSV_Historical_Sera_1,0.6796,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,0.0001235,G6,V3P1,RSV_Historical_Sera_1,0.8698,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,4.115e-05,G7,V3P1,RSV_Historical_Sera_1,0.9358,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,1.372e-05,G8,V3P1,RSV_Historical_Sera_1,1.01,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,4.572e-06,G9,V3P1,RSV_Historical_Sera_1,1.019,24.12.19_Sera_RSV_rep2
85_1,RSV B 1992 ,2,1.524e-06,G10,V3P1,RSV_Historical_Sera_1,0.9534,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,0.01,D2,V3P1,RSV_Historical_Sera_1,0.002944,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,0.003333,D3,V3P1,RSV_Historical_Sera_1,0.03963,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,0.001111,D4,V3P1,RSV_Historical_Sera_1,0.1156,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,0.0003704,D5,V3P1,RSV_Historical_Sera_1,0.6426,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,0.0001235,D6,V3P1,RSV_Historical_Sera_1,0.8178,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,4.115e-05,D7,V3P1,RSV_Historical_Sera_1,1.129,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,1.372e-05,D8,V3P1,RSV_Historical_Sera_1,1.116,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,4.572e-06,D9,V3P1,RSV_Historical_Sera_1,1.374,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,1,1.524e-06,D10,V3P1,RSV_Historical_Sera_1,1.028,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,0.01,E2,V3P1,RSV_Historical_Sera_1,0.006857,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,0.003333,E3,V3P1,RSV_Historical_Sera_1,0.03455,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,0.001111,E4,V3P1,RSV_Historical_Sera_1,0.2259,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,0.0003704,E5,V3P1,RSV_Historical_Sera_1,0.6247,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,0.0001235,E6,V3P1,RSV_Historical_Sera_1,0.9709,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,4.115e-05,E7,V3P1,RSV_Historical_Sera_1,1.144,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,1.372e-05,E8,V3P1,RSV_Historical_Sera_1,1.11,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,4.572e-06,E9,V3P1,RSV_Historical_Sera_1,1.024,24.12.19_Sera_RSV_rep2
85_6,RSV B 1992 ,2,1.524e-06,E10,V3P1,RSV_Historical_Sera_1,1.052,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,0.01,B2,V3P1,RSV_Historical_Sera_1,0.001055,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,0.003333,B3,V3P1,RSV_Historical_Sera_1,0.01843,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,0.001111,B4,V3P1,RSV_Historical_Sera_1,0.1475,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,0.0003704,B5,V3P1,RSV_Historical_Sera_1,0.5551,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,0.0001235,B6,V3P1,RSV_Historical_Sera_1,0.8131,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,4.115e-05,B7,V3P1,RSV_Historical_Sera_1,0.9143,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,1.372e-05,B8,V3P1,RSV_Historical_Sera_1,0.9412,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,4.572e-06,B9,V3P1,RSV_Historical_Sera_1,0.9055,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,1,1.524e-06,B10,V3P1,RSV_Historical_Sera_1,0.923,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,0.01,C2,V3P1,RSV_Historical_Sera_1,0.008462,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,0.003333,C3,V3P1,RSV_Historical_Sera_1,0.03285,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,0.001111,C4,V3P1,RSV_Historical_Sera_1,0.242,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,0.0003704,C5,V3P1,RSV_Historical_Sera_1,0.5579,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,0.0001235,C6,V3P1,RSV_Historical_Sera_1,0.8576,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,4.115e-05,C7,V3P1,RSV_Historical_Sera_1,0.9338,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,1.372e-05,C8,V3P1,RSV_Historical_Sera_1,1.131,24.12.19_Sera_RSV_rep2
86_2,RSV B 1992 ,2,4.572e-06,C9,V3P1,RSV_Historical_Sera_1,1.182,24.12.19_Sera_RSV_rep2
